UniProt1	UniProt2	Weight
P52630	Q9H0H0	0
Q00987	Q96G21	0
Q07866	Q8IYH5	0
P01011	Q08722	0
Q02952	Q13098	0
P40938	P62841	0
Q9HCK8	A0JLT2	0
P20248	P49368	0
Q13546	Q8NCM8	0
Q8TEX9	Q9H2W6	0
Q8TAA9	Q96HW7	0
O00203	Q9H9J2	0
Q8WUQ7	P51608	0
Q68CZ6	Q96ED9	0
Q9UBB9	O75052	0
P07437	Q9BXC9	0
P25705	Q01970	0
Q96GC5	Q92797	0
P20226	Q07864	0
P78357	Q13356	0
Q9H4L4	Q99575	0
Q13084	P36578	0
O14936	P52597	0
Q9NQB0	Q9HCE1	0
O43299	Q96ED9	0
P35269	Q7Z2W9	0
P36578	Q14498	0
O95453	Q9Y4B6	0
P62244	O43390	0
O15111	Q5EBL8	0
O60231	O75496	0
O75865	P51003	0
Q8TAG9	Q92990	0
Q15751	Q12768	0
Q9NPE3	Q16540	0
P06756	P13612	0
O43292	Q13188	0
Q13042	Q9Y5P8	0
O15287	Q9NZ08	0
Q96FC9	O60934	0
Q9H4L4	Q9H2W6	0
P49642	O15042	0
Q8IZH2	Q96PV6	0
Q96SB4	Q93009	0
P42677	P11142	0
Q96B97	Q96FV9	0
Q09161	Q12873	0
Q14318	Q2VPB7	0
Q8NFD5	Q8IZH2	0
O96007	Q9Y297	0
O94927	Q00653	0
P55060	Q2M389	0
Q68CZ6	Q9P2W1	0
Q6P1L8	Q9UL63	0
P18084	P17301	0
Q9H4B6	P25054	0
Q9NXF1	P78346	0
P84098	P00395	0
Q9Y618	Q9UNE7	0
Q96EY7	Q08945	0
O43292	Q14318	0
Q8WTW3	Q9P253	0
Q68DC2	Q8WVB6	0
P62873	Q9Y6D9	0
Q6IEG0	Q99459	0
Q8TEW0	Q8WUI4	0
Q9UJX3	P55060	0
P41743	Q9Y2J2	0
Q9GZS1	P60953	0
P50991	Q16543	0
Q96G25	Q8IYB3	0
P03905	Q9HD33	0
P51946	O94776	0
O96017	Q9UKV5	0
Q969H6	P26373	0
O15047	P49736	0
Q96CW5	Q6IBW4	0
Q9BQG0	Q9HCG8	0
Q16514	Q13523	0
Q15648	Q969F9	0
P36954	Q92922	0
O15287	Q92990	0
P31269	O95251	0
Q9Y4K3	Q6IEG0	0
Q08495	Q13111	0
Q9NRR4	Q9H7Z6	0
P62873	P54652	0
Q9UQ90	Q9BWH6	0
P05388	Q5BKZ1	0
Q8IZP0	Q8TDH9	0
P29992	P25705	0
Q8NBZ0	O94763	0
P52815	P35269	0
P23229	Q96G97	0
P35244	P07992	0
P61803	Q96CB8	0
Q9UKM9	P19338	0
O75400	Q9NQ50	0
Q9NYV4	Q03188	0
Q6MZP7	Q8TEW0	0
Q9ULM6	P51948	0
O60921	Q9NXB0	0
Q5T653	Q96G21	0
Q02543	O60832	0
O75489	Q9NZ08	0
Q96S59	Q92896	0
Q16181	Q14192	0
Q96ES7	Q07864	0
O94906	Q9BX63	0
Q96H22	Q9BQG0	0
P42345	P51151	0
Q9NXX6	O95391	0
Q8NFD5	Q9BT25	0
Q9Y4K3	Q9NUP1	0
Q9H1B7	P54652	0
P07437	Q9H981	0
Q9GZS1	Q53T94	0
O15550	Q14204	0
O75533	P22087	0
O00203	P05388	0
P09012	Q9Y3Y2	0
Q8WUM0	Q9H0H0	0
P27540	Q7KZ85	0
P49354	O60832	0
Q9P015	O95707	0
P50914	Q9Y3Y2	0
Q8TAM1	Q9UPV0	0
Q96PV6	Q9NQC3	0
Q96N67	O95639	0
Q9UIG0	Q9UQ35	0
P62899	Q9UII2	0
Q96I25	Q7Z2W9	0
Q96S59	Q9NX14	0
Q86U70	O14983	0
Q96G21	Q71F23	0
P24385	Q9NXB0	0
O60508	P47914	0
P36578	P78346	0
P09669	O43674	0
O15392	Q07866	0
P50148	O00161	0
O75317	Q9UJA3	0
O95831	Q96JC1	0
Q96T37	P61254	0
Q9UL15	P62979	0
P28370	Q9UIG0	0
Q9UBW7	Q96EB6	0
P02792	Q8TBF4	0
Q96T58	O60832	0
P00395	P56385	0
O00257	Q9UQ35	0
Q15477	Q96I25	0
P35221	O95707	0
Q9Y6D9	Q7Z4H7	0
Q08170	P62913	0
Q9UPN9	P42695	0
Q8NHH9	Q8N612	0
P62841	P49736	0
Q5T2T1	Q9Y2J2	0
Q9Y6D9	Q8WVB6	0
Q9UJX3	Q7L1Q6	0
P25490	Q92993	0
Q96BD5	Q9HCU9	0
Q9NP66	Q9UKZ1	0
O43181	Q13330	0
Q96SB4	Q7L2Z9	0
Q15648	O43719	0
O15379	Q9BX63	0
Q9H4B6	O00443	0
Q8WVK2	P63165	0
P18621	P07910	0
P35250	Q02153	0
Q12996	Q96QK1	0
P56524	Q8TDY2	0
Q9UKB1	Q15022	0
Q8WYQ5	Q9NPE3	0
P09001	P84098	0
Q96EY7	Q9NR30	0
P16989	P50750	0
Q6NSJ5	Q14654	0
P11362	P51805	0
Q8N1B4	Q9H0H0	0
P48553	Q8IX03	0
Q5HYA8	Q08345	0
P32121	P53778	0
P03886	Q9BVI0	0
Q8N3U4	P61313	0
P35251	Q14974	0
P05387	P16989	0
Q8N983	O60832	0
Q05048	Q9Y2J2	0
Q9BZD4	O60271	0
Q5BKZ1	Q96DF8	0
Q00610	Q92793	0
Q9BVC3	Q8IUR0	0
Q08945	Q09028	0
Q8TBF4	P62277	0
Q9NRX2	Q9NWR8	0
P56524	Q8IVT5	0
O14983	Q9UQ90	0
Q9NRX2	Q7L2E3	0
Q9NP66	O95251	0
Q9H2X6	Q9P2K3	0
P50552	P20226	0
P30154	Q96EX3	0
P84098	O60832	0
O75947	Q9UBV2	0
P09001	Q9UQ35	0
P39019	P49736	0
Q8IXK0	O60832	0
Q4U2R6	P46776	0
Q8IZL8	O95059	0
P17252	Q13535	0
Q8IYU8	Q9UER7	0
Q9Y2W1	Q9NUL7	0
Q96T37	Q9ULG1	0
Q96JG6	Q8NF91	0
P83436	P78395	0
P22455	P12830	0
P02792	O75955	0
Q03468	Q9Y6J0	0
P46531	Q8NFJ9	0
Q8TAQ2	Q9NXR7	0
Q92643	O15120	0
P09001	P39023	0
P18124	Q13363	0
P15880	Q15287	0
P18124	Q9BYC9	0
Q15836	Q8WUW1	0
P57740	O15120	0
P61927	Q9BYD1	0
Q16594	Q14839	0
O95835	P51532	0
O00165	P50570	0
Q8TCX1	O00443	0
P46778	Q9NX20	0
P78357	Q09328	0
Q08379	Q15477	0
Q9UL46	Q9Y6K9	0
Q99459	Q13405	0
Q8WTW3	O60271	0
P40692	Q96KQ4	0
P51151	Q99741	0
Q13596	O60664	0
P16989	Q02543	0
Q07021	Q96PV6	0
Q15477	Q9H981	0
Q53T94	P78371	0
Q99708	P22090	0
Q00765	O75964	0
Q9UHA3	Q9UQ35	0
Q9Y375	Q8TDW0	0
Q9ULM3	P51003	0
Q71U36	Q8TAT6	0
O60506	O60231	0
Q9P0M9	O95639	0
P29084	P17252	0
Q9H4L4	Q9BVC3	0
P02647	P11021	0
Q9UJC3	Q9HCK8	0
P33176	Q9P2W1	0
Q8IYB3	Q7Z7H8	0
P35226	P52907	0
P52815	P36578	0
P01871	P63096	0
O00425	Q99575	0
Q9BTC8	Q2M389	0
O43299	P27540	0
O00165	O14593	0
P40938	Q8IYU8	0
Q00610	Q9P0U4	0
O43464	Q16540	0
Q9NX70	P62701	0
Q9Y230	Q7KZ85	0
P49768	O75438	0
Q12955	Q9P0U4	0
Q13618	Q9Y6M9	0
Q12906	Q9NZE8	0
Q8NBZ0	Q15542	0
Q00613	P51003	0
Q53GS7	O00566	0
Q16514	O95639	0
Q96S59	P84103	0
O00443	P42336	0
O15379	Q9NVX0	0
Q12904	P42695	0
Q15477	Q9BVC3	0
Q15836	Q9Y2X0	0
Q8N1B4	Q6PGP7	0
Q8WVT3	P50990	0
P46778	Q96G21	0
P52294	Q8TAQ2	0
Q96CS2	P21802	0
Q07020	Q14498	0
P62753	Q96DV4	0
P0DI81	P62314	0
P01871	O60885	0
O95071	P25490	0
Q9H4B6	Q8TEX9	0
P49768	Q9UID3	0
P62249	Q8TBF4	0
Q7L8L6	P52701	0
P57678	Q00653	0
Q9BX66	Q8WUI4	0
Q92616	Q9NTJ3	0
Q9Y4B6	P57678	0
Q03135	O60313	0
Q9NZN8	Q9NX20	0
Q9BQA1	O94887	0
O95453	Q69YN4	0
Q96EP0	Q92797	0
O95169	O15446	0
Q12933	P30154	0
Q8TAA9	P53677	0
P02792	P62851	0
Q96A35	Q9NRL2	0
Q9HB75	Q13451	0
Q9BX63	Q9NYJ8	0
Q9UBB9	Q99871	0
O43303	P35226	0
P62269	Q9UPY3	0
Q02539	O75533	0
Q8WW35	O60341	0
Q13573	Q7L2E3	0
P01011	P55196	0
Q53HL2	O75971	0
Q9HC52	P23508	0
Q8IVT5	Q9P2Y5	0
Q9NWU2	Q6WCQ1	0
P62979	Q96I25	0
Q9Y265	Q13228	0
O95835	Q9Y6M9	0
Q13501	Q15545	0
P07910	Q96T23	0
O15360	Q9Y2X7	0
O00471	Q7KZN9	0
Q96EY7	Q8IXM3	0
Q6IEG0	Q08170	0
Q15751	Q00534	0
Q9NYK5	P60866	0
P40938	P57678	0
Q15750	O14777	0
Q99575	P02679	0
Q9HAR2	O14763	0
O15355	Q9HD33	0
O14965	Q9HAF1	0
Q9H3R5	P50570	0
Q8N3P4	Q9NZ08	0
Q9NX70	Q99871	0
Q9H2S9	Q96DF8	0
Q96N67	Q14683	0
P46937	Q92974	0
Q5T653	O15234	0
P30291	Q14155	0
O14744	P08865	0
Q86TM6	O43676	0
Q9Y2L5	P63027	0
Q13535	O95067	0
Q6P4R8	Q96L91	0
Q99832	Q9BQA1	0
Q7Z4H7	Q16533	0
O60885	Q9P0U4	0
O00505	P62750	0
Q9UBB9	O14980	0
Q9HCS7	Q07864	0
O43303	Q6P4R8	0
Q8TEQ6	P35269	0
Q68CZ6	Q9UHI6	0
Q7Z494	Q13263	0
Q9HAF1	O60282	0
O60313	P21675	0
Q96N67	Q9BVC3	0
Q96N67	P30154	0
Q96EB6	Q7L014	0
Q14186	Q9H7L9	0
Q07021	P30050	0
O95071	P01137	0
Q9BRD0	Q8TBF4	0
P46937	Q9NUX5	0
O43303	Q5EBL8	0
Q71U36	Q8N201	0
Q5VIR6	O75379	0
Q9H0H0	O43676	0
Q92542	Q9UII2	0
Q9BRV8	Q92974	0
P00395	O75964	0
Q9UM13	Q9UPN6	0
P49711	P49756	0
O60907	P78364	0
Q92878	Q14683	0
Q9Y6G3	Q8IYB3	0
P61313	Q9NY12	0
Q15751	Q6PGP7	0
Q8IXK0	Q99575	0
Q9GZS1	P35269	0
O00165	P50281	0
Q9BRD0	P61353	0
Q07157	O94763	0
P35269	O60885	0
Q15544	Q9Y6J0	0
Q96CX2	P83731	0
Q5TA45	P11142	0
Q8N3P4	Q9H490	0
Q9UG01	Q12955	0
Q8TCC3	Q13435	0
P46777	Q53GS7	0
P09661	P57678	0
O60282	Q9Y2A7	0
Q9H2X6	O75446	0
P01009	Q13309	0
Q9Y5P8	Q9NVX0	0
P50991	Q9H4B6	0
P11021	Q9Y2X9	0
Q9Y2X7	Q71F23	0
Q9HB75	Q92547	0
P61244	P27540	0
Q9UBE0	Q8WVB6	0
Q9NPJ6	Q15573	0
Q8TDY2	Q96G21	0
Q9UKB1	Q9Y2X7	0
P02792	Q9P015	0
O43299	Q15596	0
Q9BYD1	P46778	0
Q12768	Q7KZN9	0
Q15542	Q9P0U4	0
P50991	Q969F9	0
Q8WTW3	P54136	0
Q6NSJ5	Q2VPB7	0
Q86YF9	Q9Y2X7	0
Q16594	Q92600	0
Q8WUH2	O75146	0
P18074	Q96CW5	0
Q13617	Q6QNY1	0
Q8TCX1	Q8IU60	0
O95197	Q9NQC3	0
P62750	Q9NYY8	0
O75528	Q6P4R8	0
Q53GS7	P16104	0
Q9UBU6	Q14192	0
Q8N3U4	Q09161	0
P10155	Q9NRX2	0
Q9NQ50	Q9H9B1	0
P49815	Q6IBW4	0
Q16629	O75394	0
Q09161	Q9Y3F4	0
P17987	O94776	0
Q9HD33	Q9BXP5	0
P54136	Q9UP83	0
Q9Y570	P49756	0
P62081	O60264	0
Q9ULM3	Q9HCK8	0
P41223	P62424	0
P62280	Q9NY12	0
P05067	Q04721	0
Q9HCS7	P05388	0
Q13415	Q99496	0
P16989	Q9Y2T2	0
Q8IZH2	Q9NX20	0
O96017	P00742	0
Q8N983	P50914	0
Q9NUP1	O43752	0
Q9UP83	Q99741	0
Q9UBV2	P62829	0
O15550	Q04727	0
Q96HR3	Q9BYM8	0
Q13574	Q8N3U4	0
O43752	P36897	0
P09038	P01033	0
Q8TAG9	P03886	0
Q14155	Q9H1B7	0
P46937	Q6QNY0	0
P84103	Q9NYK5	0
Q9UKV5	Q86TM6	0
Q3SYG4	Q00613	0
Q9UBW7	P22455	0
P52630	Q92990	0
Q9UKG1	Q96ED9	0
P01009	Q07157	0
O75400	P39023	0
Q9BYC8	Q9NRL2	0
P07948	Q9UII2	0
Q86UW6	P19838	0
Q9UKL0	Q96L91	0
O75380	Q75QN2	0
P62249	Q7L2E3	0
Q4U2R6	P40429	0
O95835	P62258	0
Q9Y6D9	P09884	0
Q9NZN8	O95782	0
P13073	Q6DD88	0
Q15831	P05164	0
P50990	P0DMV9	0
Q9BZE1	Q92599	0
Q15696	P46783	0
Q96QC0	Q14152	0
P02671	Q96QK1	0
Q6P2Q9	Q9BYC9	0
P62249	Q9BRJ2	0
P33176	Q9UQ35	0
P48643	Q13330	0
Q08170	O60832	0
Q9UIV1	Q7Z4H7	0
Q9NPI6	Q6R327	0
Q9HAR2	O95298	0
O00505	P62424	0
Q08945	Q9BTC8	0
O15379	O75461	0
Q92830	P46940	0
Q9UNH7	P11802	0
Q9UHA3	Q9BYD3	0
O15047	O75694	0
Q8NCM8	Q9Y6K9	0
Q9H2F5	Q9HCU9	0
P63151	P17544	0
Q9NZE8	P62304	0
P19838	P55072	0
Q9UKZ1	P16104	0
Q8WUM0	Q92990	0
Q12996	Q9NY12	0
Q5T653	P11940	0
Q03164	Q9NX20	0
P23396	Q9H2W6	0
Q96LT9	P62841	0
Q8IXK0	Q9NUL7	0
Q7Z5L9	Q00613	0
Q9NYK5	Q92797	0
P62750	Q96EL3	0
Q3SYG4	Q53T94	0
O00471	O75448	0
P36578	Q16540	0
P51610	P46199	0
Q9UI09	Q13123	0
Q86YV9	Q6R327	0
Q969H6	P40429	0
Q9UKM9	Q9HD33	0
P62873	Q04727	0
Q9UI95	P57678	0
Q12905	Q92974	0
Q9NQB0	Q96L91	0
Q96SB4	Q96GC5	0
Q13393	P49959	0
Q96HR3	Q9NQS7	0
O00203	P46782	0
Q9BYD6	P49756	0
Q9H4L4	Q9NYV4	0
P46934	O43913	0
P52435	P83111	0
Q9NXB0	Q2M389	0
Q15836	Q6P4R8	0
O95453	Q15751	0
Q9UQ90	Q9Y679	0
O00566	Q9ULG1	0
P20339	P84243	0
P27540	Q9BTC8	0
Q6VMQ6	O75717	0
O95347	Q86VS8	0
P32121	O94927	0
P40227	P59998	0
P27361	Q07955	0
Q6IEG0	O43290	0
Q9NVH2	P50570	0
P18621	Q9NX20	0
Q92572	Q9Y4B6	0
A5YKK6	P63027	0
P18124	Q96EY7	0
P50539	Q04206	0
Q9BUR4	Q68E01	0
O75955	O95067	0
O94927	Q8TDR0	0
Q9UL46	Q13451	0
P62875	P11142	0
O75586	O95782	0
P04637	Q9UII2	0
O00257	Q6WCQ1	0
Q13405	P62424	0
Q96G21	Q7L014	0
Q5XPI4	P49754	0
P46937	P49815	0
Q9HD33	O75934	0
Q75QN2	Q9UP83	0
Q13671	P01116	0
P17987	Q7KZ85	0
Q96FC9	Q8NCM8	0
P56545	O95793	0
Q12929	Q7L576	0
Q03111	Q9Y376	0
Q9UJA3	Q12834	0
Q12873	P49356	0
Q9GZP9	Q9UKV5	0
Q15477	P40227	0
Q9Y3Y2	P26373	0
Q9Y232	Q9Y679	0
Q9BTU6	Q15526	0
Q13393	O14763	0
P36578	Q9H9F9	0
P18859	P03905	0
O95453	Q14839	0
Q9Y6D9	Q9NQB0	0
Q13393	Q8TEW0	0
Q15836	Q9NZW5	0
Q96PV6	P62136	0
Q9H8E8	Q9BVC3	0
Q9NX24	Q9BYD3	0
O14744	P08579	0
Q09472	O60885	0
Q8N983	Q13596	0
Q9H9A5	P36542	0
Q02878	O95059	0
P30049	Q9H0H0	0
Q8IU81	Q9BVC3	0
Q9NQS7	Q13426	0
Q9UM13	Q69YN4	0
Q08379	Q9HCS7	0
Q6DD88	Q8N201	0
Q15369	P19022	0
O60271	Q07889	0
O75400	Q13501	0
P08708	Q9NYY8	0
Q92900	Q9NY12	0
Q9BYD2	Q9UKM9	0
O96017	Q9UP83	0
O75717	O96008	0
P40429	Q7L2Z9	0
P49643	Q9GZY4	0
O14965	P07814	0
Q9BZK7	Q9Y3F4	0
Q92643	Q09328	0
Q8TAA9	O75821	0
Q13618	P61024	0
P02792	O00505	0
Q86UW6	Q9NQB0	0
P51003	P78347	0
Q9UM13	O00159	0
Q7L8L6	P11142	0
O96017	P55060	0
P42345	Q07889	0
Q9NVX0	P60953	0
Q96DF8	Q92966	0
Q96Q05	P30291	0
Q9Y570	Q9UHX1	0
Q9BPX6	Q13501	0
Q02878	Q7Z2W9	0
Q9H269	Q9UMS4	0
O43464	P49841	0
P40938	Q96EP0	0
Q16514	Q5TA45	0
Q9BZJ0	P17987	0
Q15751	P49642	0
Q9UM13	P13984	0
Q86UW6	Q9H269	0
O15078	Q9NRI5	0
Q9HCG8	O75436	0
P19447	Q13523	0
Q12996	O43676	0
P39023	Q9NY12	0
P46777	Q9NZE8	0
Q13405	Q15459	0
O00257	O75317	0
Q9UPN9	P56545	0
Q16594	Q8WUQ7	0
Q96T58	Q15750	0
P49815	P06400	0
Q16533	P07948	0
P13984	Q9H9F9	0
Q05519	Q9UER7	0
P50539	Q05195	0
Q92974	Q9UKZ1	0
Q96JG6	Q9UPN9	0
P62750	Q99549	0
Q07866	Q6QNY0	0
P00395	Q6P161	0
Q9UJC3	Q14258	0
Q9HD33	Q5BKZ1	0
P46937	Q12888	0
Q08170	Q9P015	0
Q92896	Q9BPX6	0
Q9NX70	Q8NF91	0
P84098	Q9BYC8	0
P14780	P02679	0
Q13596	Q9P015	0
P07910	Q8WVB6	0
P25490	P51003	0
Q92878	P04049	0
Q8IZP0	Q9NRI5	0
Q86YV9	Q13671	0
P46736	O94927	0
Q12849	P40429	0
P05067	Q96ST3	0
O60907	Q15459	0
Q9BUR4	P19838	0
P14373	Q15751	0
Q9H9A5	Q8TCX1	0
Q9HD33	Q15572	0
Q8WTW3	Q9UBU6	0
P07237	Q9NRI5	0
Q96EY7	Q9P0U4	0
Q9BRD0	Q13405	0
P24539	O43913	0
P08865	P78345	0
Q9Y2L5	P46940	0
Q7Z5L9	P78364	0
Q96SB4	Q9UKF6	0
Q9UHI6	Q9P0U4	0
Q9BPX6	Q8IYB3	0
Q92974	Q6R327	0
P36578	Q01780	0
P61981	P48553	0
Q00765	Q9H0H0	0
Q06609	Q92974	0
Q9BQ95	P30154	0
Q8NEB9	Q8N3P4	0
O14980	P41252	0
Q96JG6	Q9ULK5	0
P52948	Q75QN2	0
Q9Y232	P33991	0
Q13574	P49354	0
O60832	Q96G21	0
Q9NUP1	Q8TDY2	0
Q5TKA1	P11142	0
P25054	P29374	0
Q9NRR6	O75385	0
P14373	P38398	0
Q96N67	Q07864	0
P62854	Q99459	0
P02751	Q8IWT6	0
Q96A35	P55060	0
P08708	Q14562	0
Q9BQ95	Q9NX14	0
Q8NBT2	Q9UL03	0
P17987	Q9UNE7	0
Q08379	P54277	0
P30154	Q6P4R8	0
P62854	O00425	0
P61513	P08579	0
Q49AN0	Q14155	0
Q92769	Q9BZK7	0
P78357	P08069	0
P07948	A5D8V6	0
Q16342	P12931	0
Q9NYY8	P62701	0
Q15836	Q9NQC3	0
Q15369	Q5U623	0
P52292	P51531	0
Q9P015	P62424	0
Q69YN4	P54274	0
Q86U70	Q9H8E8	0
O15379	Q9UL63	0
Q96EV8	Q8NFZ5	0
Q06323	O14920	0
Q9BZJ0	Q9NPJ6	0
Q86UW6	Q13426	0
P27361	Q13596	0
Q8N684	Q4U2R6	0
P11142	Q9NRI5	0
P52434	Q06323	0
P52630	Q9UNE7	0
P30291	Q13523	0
P30876	Q92974	0
Q13888	Q96BP3	0
O75533	P46777	0
Q14980	Q8TDR0	0
Q14573	Q96ED9	0
P11717	P78395	0
Q9UHA3	P61254	0
P46777	P28370	0
Q6P2Q9	Q9UIG0	0
P46777	P49356	0
P52948	O15504	0
Q9H2F5	Q9Y605	0
Q13563	Q9NPJ6	0
Q86YF9	O15078	0
P06576	Q96ED9	0
P22090	P51805	0
P11387	Q96PV6	0
Q15751	P36578	0
Q09472	Q92966	0
P08579	P62841	0
Q9H2X6	P40227	0
P60228	Q9H9A5	0
Q9NP66	Q92974	0
Q8NBZ0	Q01518	0
P42224	Q9Y2X7	0
Q8N3P4	Q9ULK4	0
Q9BZD4	P49815	0
P78527	Q15526	0
Q13576	Q6QNY1	0
Q9HC52	O15355	0
P51805	P26572	0
Q9HAR2	O43674	0
Q9UIG0	O14776	0
Q9NS69	Q9UID3	0
P57740	Q9UHI6	0
Q96Q05	P00519	0
P49321	P29374	0
Q9HCG8	Q9UHI6	0
Q8N3P4	P62068	0
Q8TAA9	Q9HCK8	0
Q92797	Q00534	0
Q15054	P18074	0
Q13523	P62888	0
A5YKK6	O75446	0
Q9BRD0	O75496	0
O43752	Q9BQQ3	0
O43464	Q9NWU5	0
Q7Z7F7	Q07955	0
O95835	Q9Y2J2	0
Q8N201	Q8IUR0	0
Q9ULK5	Q9HD33	0
Q15545	O14910	0
Q9BQ48	P46783	0
Q96G25	Q13523	0
Q9UNH7	Q9Y6W5	0
O95639	Q9UQ35	0
Q9UPN6	Q9BTC8	0
Q96LI5	Q4U2R6	0
O75818	P09012	0
O95391	O95613	0
O75446	Q92600	0
Q13523	O95707	0
Q92896	O60462	0
O14980	Q6IBW4	0
Q6QNY0	Q9UID3	0
P49207	Q86TS9	0
Q9HAR2	O43676	0
Q13188	P60880	0
Q9ULM3	Q9Y2A7	0
P20585	P12956	0
P35250	Q9UIG0	0
P05067	O75051	0
Q01201	Q9H981	0
P83436	Q96CW5	0
P14373	Q9UKM9	0
P07437	Q9GZS3	0
Q9UPN6	O43809	0
Q75QN2	Q9BWH6	0
Q13438	Q04721	0
P49815	P49754	0
Q9UQ53	P36542	0
P05067	P46531	0
O14744	Q9Y5B6	0
O75818	Q01970	0
Q9NVP2	Q9H0E3	0
Q13084	P23396	0
O14686	Q9NS73	0
P21802	P01033	0
Q9BRJ2	Q03188	0
P63279	P62826	0
Q96CW1	A5YKK6	0
Q13563	Q9ULM3	0
Q96EP0	P55072	0
Q04864	Q92599	0
Q96B97	Q9NS73	0
P49815	Q15526	0
P07437	O95831	0
P46781	O75161	0
Q9NYY8	Q9HCS7	0
Q9UI09	O15446	0
Q13049	Q9P253	0
P17301	P83111	0
Q9Y4W2	Q9GZL7	0
P42575	Q96EP0	0
Q9H160	Q96BD5	0
P11362	O43674	0
O94906	Q96KQ7	0
O75317	P22681	0
Q07021	Q8TEX9	0
Q9NWU2	P49959	0
Q13049	Q9Y2X7	0
Q96B97	Q9BYD2	0
O43292	Q86XI2	0
Q9UBB9	P42695	0
Q15054	Q92616	0
Q9NW64	O95793	0
O14777	Q9NPJ6	0
Q9BYD2	Q9NV31	0
Q8TCX1	Q13309	0
O14910	P49756	0
P84098	O43290	0
Q8TEQ6	Q9HCK8	0
P11388	O60264	0
Q13393	Q92547	0
Q9UBW7	Q9NVC6	0
Q9UJC3	Q4U2R6	0
O95817	Q15459	0
Q2M389	Q9H9F9	0
Q13155	Q99741	0
Q9P0M9	O95271	0
P19447	Q13501	0
P19338	Q13523	0
Q99720	P61586	0
Q12768	Q15047	0
Q9NVH2	P23508	0
Q9BYD6	O60832	0
P39656	O75051	0
P49821	Q9NWU2	0
Q8WVB6	Q68E01	0
Q9UMN6	Q13415	0
Q13451	Q99871	0
P61803	P35221	0
Q9UKL0	Q96LI5	0
Q8WYQ5	O00566	0
Q05397	Q9NRA8	0
Q96CS2	Q9UPN9	0
O15042	Q9NYK5	0
P52815	O00566	0
O75052	Q9UPY3	0
Q92618	Q96EK2	0
Q92616	Q92888	0
Q96CS2	Q9P0W2	0
P23396	P33991	0
O95059	Q7L014	0
Q15751	Q9BXP5	0
Q5T653	Q96CW5	0
P36507	O95817	0
Q9UM82	O95613	0
Q8NCE0	O60216	0
Q9UJC3	Q8IUR0	0
P06241	Q9NUP9	0
O75528	O15550	0
O60313	O43676	0
Q92616	Q8WVM7	0
P33176	Q92993	0
P49754	Q7Z4H7	0
Q9NRX2	P09234	0
Q9NPJ6	Q15545	0
Q9Y4K3	P54198	0
P01344	P01116	0
Q08379	Q00534	0
Q13352	P62917	0
Q9HCS7	Q9NV31	0
Q9BYD3	P40429	0
Q5H9R7	P21675	0
P06756	Q86TM6	0
Q09161	Q8IZH2	0
Q9HBM1	Q13490	0
P12931	P36542	0
P39023	Q9NP66	0
O00425	Q9BYD6	0
Q5T653	P07910	0
Q9Y3R0	Q13009	0
O00541	Q53T94	0
P16298	Q12965	0
O60508	Q99570	0
Q8TBF4	Q16540	0
Q8TDH9	Q8IY31	0
O60832	Q8WVB6	0
Q8TDW0	O43913	0
Q8N8D1	Q12996	0
Q15573	O15446	0
Q9NWU2	P39023	0
P52948	O15027	0
P46776	Q9BYC8	0
Q13243	Q9NRL2	0
Q08345	O75146	0
Q9H8E8	Q9BZD4	0
P62995	Q9BRJ2	0
Q15022	Q92830	0
Q96SB4	Q5BKZ1	0
Q9NXB0	P22455	0
Q15369	Q96KQ4	0
Q8IYU8	Q9H0E3	0
O43752	Q15544	0
P27361	P62841	0
Q96CS2	Q07864	0
P15880	P14678	0
Q13547	Q9NR30	0
Q96H22	P11362	0
Q5T653	Q9UQE7	0
Q96EZ8	Q14145	0
Q13188	Q92620	0
Q9UDW3	O43290	0
Q9H8E8	Q15542	0
Q15393	Q71U36	0
Q9Y3B7	P62241	0
Q99459	P36507	0
Q68CZ6	P36507	0
P35249	Q15054	0
Q6VY07	P26196	0
Q9Y230	P25490	0
Q08379	Q9UPZ3	0
Q96EP0	Q9UKZ1	0
P04632	Q9UJA3	0
P05387	P54132	0
Q9UBB9	Q9UG01	0
Q96N67	Q9P253	0
Q9Y6G9	Q13426	0
P03928	Q9UID3	0
P61218	Q9UPN9	0
P33176	Q6P4R8	0
Q99871	P51587	0
P52294	O60506	0
Q14192	O60271	0
Q9H270	P30260	0
Q9H490	Q9UID3	0
Q03164	Q7Z7F7	0
Q04725	Q9NYV4	0
Q9NZN8	Q9HCU9	0
O15042	Q14258	0
O43292	P29992	0
Q9NPJ6	O00268	0
P49406	Q8WYQ5	0
P11940	P61313	0
Q13049	Q13620	0
P40429	Q03164	0
Q04206	Q5T2T1	0
O15111	Q92599	0
Q16543	P41743	0
O15111	P51587	0
P62906	O95707	0
Q96HR3	P36954	0
Q8NCM8	Q6P9B9	0
O75496	Q92966	0
Q14562	Q9UER7	0
Q92889	Q12874	0
Q13557	P11142	0
Q9Y2X0	Q9P0S2	0
Q9BSL1	P60709	0
Q9NPJ6	P21675	0
Q9Y6G3	Q9UER7	0
Q9NPJ6	P05412	0
O00425	Q8IXK0	0
P35268	Q9NPE3	0
P49406	Q9H7D7	0
O95139	Q75QN2	0
P52292	Q01518	0
O75376	P51587	0
Q13547	P50990	0
Q9P2Y5	Q9UQL6	0
Q9UJC3	P23508	0
Q9NR82	Q8TDW0	0
Q9H4B6	Q9Y297	0
